//lab 1 front face
//TopFace
1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1
1,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1   //Right Face
1,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1
1,3,1,0,0,0,0,1
1,1,1,2,1,1,1,1
//Down Face

//lab 2 Down face
//Front Face
1,1,1,3,1,1,1,1
1,0,1,0,1,0,0,1 //Right Face
1,0,0,0,0,0,1,1
1,1,0,1,0,1,0,1
2,0,1,0,0,1,0,1
1,0,0,0,0,0,0,1
1,0,1,0,1,0,1,1
1,1,1,1,1,1,1,1
//BackFace

//lab 3 Left Face
//Top Face
1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1     //Front Face
2,0,0,0,1,0,0,1
1,0,1,0,0,0,0,1
1,0,0,0,0,1,0,1
1,0,1,1,0,0,0,1
1,0,0,0,1,0,1,1
1,1,1,3,1,1,1,1
//Down Face

//lab 4 Back Face
//TopFace
1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1
1,0,1,0,0,1,0,3 //Left Face
1,0,0,0,0,0,0,1
1,0,1,0,1,0,1,1
1,0,0,1,0,0,0,1
2,0,1,0,0,1,0,1
1,1,1,1,1,1,1,1
//Down face

//lab 5 Right face 
//Top Face
1,1,2,1,1,1,1,1
1,1,0,1,0,0,0,1
1,0,0,1,0,1,0,1
1,0,1,1,0,1,0,1
1,0,0,1,0,1,0,1 //Back Face
1,1,0,0,0,1,0,1
1,0,0,1,0,1,0,3
1,1,1,1,1,1,1,1
//Down face

//lab 6 Top Face
//Right Face
1,1,1,1,1,2,1,1
1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1   //Front face
1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1
//Left Face















//right face
1 2 3 4 5 6 7 8

1,1,1,1,1,1,1,1
3,0,1,0,0,0,0,1
1,0,1,0,1,1,0,1
1,0,1,0,0,0,1,1
1,0,1,0,1,0,0,1
1,0,1,0,0,1,0,1
1,0,0,0,1,0,0,2
1,1,1,1,1,1,1,1

//back face
1 2 3 4 5 6 7 8

1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,1
1,0,1,0,0,0,0,1
1,0,0,0,1,1,0,1
1,1,0,1,0,0,0,1
1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,3
1,2,1,1,1,1,1,1


//down face
1 2 3 4 5 6 7 8

//aqui esta la parte trasera
1,3,1,1,1,1,1,1
1,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1
2,0,1,0,0,0,0,1
1,0,1,1,0,1,1,1
1,0,1,0,0,0,0,1
1,0,0,0,1,0,0,1
1,1,1,1,1,1,1,1
//aqui esta el frente


//left face

1 2 3 4 5 6 7 8

1,1,1,1,1,1,2,1
1,0,0,0,0,1,0,1
1,1,0,1,0,1,0,1  /frente
1,0,1,0,0,0,0,1
1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1
1,0,0,0,1,1,0,1
1,1,1,3,1,1,1,1

//top face
1 2 3 4 5 6 7 8
//atras

1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1
1,0,0,0,0,1,0,1
1,0,1,0,1,0,5,1
1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,1
3,0,1,1,0,0,0,1
1,1,1,1,1,1,1,1

//frente
